,# MNO,JLG,JLA,WLG,WLA,FRQ,BVL,MMN,ANO,DEP,STR,DIP
235,236,140.604,44.498,140.6,44.5,0.000407679,0.9,5.0,1,3.0,0.0,90.0
236,237,140.704,44.498,140.7,44.5,0.000415228,0.9,5.0,1,3.0,0.0,90.0
237,238,140.804,44.498,140.8,44.5,0.000426201,0.9,5.0,1,3.0,0.0,90.0
238,239,139.104,44.398,139.1,44.4,0.000614275,0.9,5.0,1,3.0,0.0,90.0
239,240,139.204,44.398,139.2,44.4,0.000587267,0.9,5.0,1,3.0,0.0,90.0
240,241,139.304,44.398,139.3,44.4,0.0005496,0.9,5.0,1,3.0,0.0,90.0
241,242,139.404,44.398,139.4,44.4,0.000506553,0.9,5.0,1,3.0,0.0,90.0
242,243,139.504,44.398,139.5,44.4,0.000465953,0.9,5.0,1,3.0,0.0,90.0
243,244,139.604,44.398,139.6,44.4,0.000434536,0.9,5.0,1,3.0,0.0,90.0
244,245,139.704,44.398,139.7,44.4,0.000414752,0.9,5.0,1,3.0,0.0,90.0
245,246,139.804,44.398,139.8,44.4,0.000404812,0.9,5.0,1,3.0,0.0,90.0
246,247,139.904,44.398,139.9,44.4,0.00040114,0.9,5.0,1,3.0,0.0,90.0
247,248,140.004,44.398,140.0,44.4,0.000400489,0.9,5.0,1,3.0,0.0,90.0
248,249,140.104,44.398,140.1,44.4,0.000400775,0.9,5.0,1,3.0,0.0,90.0
249,250,140.204,44.398,140.2,44.4,0.000401252,0.9,5.0,1,3.0,0.0,90.0
250,251,140.304,44.398,140.3,44.4,0.000402239,0.9,5.0,1,3.0,0.0,90.0
251,252,140.404,44.398,140.4,44.4,0.000404802,0.9,5.0,1,3.0,0.0,90.0
252,253,140.504,44.398,140.5,44.4,0.000410409,0.9,5.0,1,3.0,0.0,90.0
253,254,140.604,44.398,140.6,44.4,0.000420459,0.9,5.0,1,3.0,0.0,90.0
254,255,140.704,44.398,140.7,44.4,0.000436031,0.9,5.0,1,3.0,0.0,90.0
255,256,140.804,44.398,140.8,44.4,0.00045707,0.9,5.0,1,3.0,0.0,90.0
256,257,139.104,44.298,139.1,44.3,0.000632799,0.9,5.0,1,3.0,0.0,90.0
257,258,139.204,44.298,139.2,44.3,0.000610391,0.9,5.0,1,3.0,0.0,90.0
258,259,139.304,44.298,139.3,44.3,0.000576509,0.9,5.0,1,3.0,0.0,90.0
259,260,139.404,44.298,139.4,44.3,0.000534295,0.9,5.0,1,3.0,0.0,90.0
260,261,139.504,44.298,139.5,44.3,0.000490478,0.9,5.0,1,3.0,0.0,90.0
261,262,139.604,44.298,139.6,44.3,0.00045293,0.9,5.0,1,3.0,0.0,90.0
262,263,139.704,44.298,139.7,44.3,0.000426799,0.9,5.0,1,3.0,0.0,90.0
263,264,139.804,44.298,139.8,44.3,0.00041247,0.9,5.0,1,3.0,0.0,90.0
264,265,139.904,44.298,139.9,44.3,0.00040675,0.9,5.0,1,3.0,0.0,90.0
265,266,140.004,44.298,140.0,44.3,0.000405491,0.9,5.0,1,3.0,0.0,90.0
266,267,140.104,44.298,140.1,44.3,0.000405701,0.9,5.0,1,3.0,0.0,90.0
267,268,140.204,44.298,140.2,44.3,0.000406569,0.9,5.0,1,3.0,0.0,90.0
268,269,140.304,44.298,140.3,44.3,0.000409281,0.9,5.0,1,3.0,0.0,90.0
269,270,140.404,44.298,140.4,44.3,0.000416017,0.9,5.0,1,3.0,0.0,90.0
270,271,140.504,44.298,140.5,44.3,0.000428605,0.9,5.0,1,3.0,0.0,90.0
271,272,140.604,44.298,140.6,44.3,0.000447369,0.9,5.0,1,3.0,0.0,90.0
272,273,140.704,44.298,140.7,44.3,0.000471111,0.9,5.0,1,3.0,0.0,90.0
273,274,140.804,44.298,140.8,44.3,0.000497555,0.9,5.0,1,3.0,0.0,90.0
274,275,139.104,44.198,139.1,44.2,0.000620614,0.9,5.0,1,3.0,0.0,90.0
275,276,139.204,44.198,139.2,44.2,0.00061147,0.9,5.0,1,3.0,0.0,90.0
276,277,139.304,44.198,139.3,44.2,0.000590978,0.9,5.0,1,3.0,0.0,90.0
277,278,139.404,44.198,139.4,44.2,0.000558142,0.9,5.0,1,3.0,0.0,90.0
278,279,139.504,44.198,139.5,44.2,0.000516711,0.9,5.0,1,3.0,0.0,90.0
279,280,139.604,44.198,139.6,44.2,0.000475136,0.9,5.0,1,3.0,0.0,90.0
280,281,139.704,44.198,139.7,44.2,0.000442271,0.9,5.0,1,3.0,0.0,90.0
281,282,139.804,44.198,139.8,44.2,0.000422235,0.9,5.0,1,3.0,0.0,90.0
282,283,139.904,44.198,139.9,44.2,0.000413361,0.9,5.0,1,3.0,0.0,90.0
283,284,140.004,44.198,140.0,44.2,0.000411194,0.9,5.0,1,3.0,0.0,90.0
