Code,Name,ProcessType,Process,MagnitudeType,Magnitude,ShapeType,Shape
F012301,Umi fault,BrownianPTProcess,"BPT(mu=20000.0,t0=4500.0,alph=0.24)",GutenbergRichter,"GR(min=6.38,b_val=0.9,max=6.62)",MultiPlaneShape,"MULTIPOLYGON (((130.405 33.684, 130.5711440960096 33.47353530682996, 130.5127490083788 33.44161705790503, 130.3466049123692 33.65208175107507, 130.405 33.684)))"
F015521,Hirayama-Matsuda-kita fault zone,BrownianPTProcess,"BPT(mu=4000.0,t0=2700.0,alph=0.24)",CharacteristicMag,CHAR(mag=6.38),MultiPlaneShape,"MULTIPOLYGON (((139.086 35.356, 139.0038078141489 35.27142490496917, 138.9742513653483 35.29053054757787, 139.0564435511994 35.37510564260871, 139.086 35.356)), ((139.183 35.357, 139.0960707863744 35.36924584641061, 139.114651250435 35.45697503330703, 139.2015804640605 35.44472918689642, 139.183 35.357)))"
F014421,Okubo fault,PoissonProcess,P(lmbd=0.0),GutenbergRichter,"GR(min=6.38,b_val=0.9,max=6.54)",MultiPlaneShape,"MULTIPOLYGON (((139.411 36.379, 139.180965774522 36.48984129844155, 139.2377528428858 36.56623335557783, 139.4677870683638 36.45539205713627, 139.411 36.379)))"
F000901,Aomori-wan-seigan fault zone,PoissonProcess,P(lmbd=0.0),GutenbergRichter,"GR(min=6.38,b_val=0.9,max=6.77)",MultiPlaneShape,"MULTIPOLYGON (((140.611 40.99, 140.698708841894 40.70993574825214, 140.5943553854995 40.69131576533411, 140.5066465436056 40.97138001708198, 140.611 40.99)))"
F004701,Atotsugawa fault zone,BrownianPTProcess,"BPT(mu=2300.0,t0=159.0,alph=0.24)",GutenbergRichter,"GR(min=6.38,b_val=0.9,max=6.85)",MultiPlaneShape,"MULTIPOLYGON (((136.933 36.267, 137.6449256392355 36.60376445207493, 137.6465017681049 36.60159846273466, 136.9345761288694 36.26483401065974, 136.933 36.267)))"
F007501,Nara-bonchi toen fault zone,BrownianPTProcess,"BPT(mu=5000.0,t0=11000.0,alph=0.24)",GutenbergRichter,"GR(min=6.38,b_val=0.9,max=6.85)",MultiPlaneShape,"MULTIPOLYGON (((135.858 34.512, 135.8237560291376 34.83452378965041, 135.936007914023 34.84261614308004, 135.9702518848854 34.52009235342963, 135.858 34.512)))"
F018401,Iwakuni-Itsukaichi fault zone (Koi fault segment),PoissonProcess,P(lmbd=0.0),GutenbergRichter,"GR(min=6.38,b_val=0.9,max=6.62)",MultiPlaneShape,"MULTIPOLYGON (((132.507 34.493, 132.3407784849126 34.32621536041641, 132.3381297150673 34.32800857485631, 132.5043512301547 34.4947932144399, 132.507 34.493)))"
F006003,Nobi fault zone (Main part/Neodani fault zone),BrownianPTProcess,"BPT(mu=2100.0,t0=126.0,alph=0.24)",GutenbergRichter,"GR(min=6.38,b_val=0.9,max=6.77)",MultiPlaneShape,"MULTIPOLYGON (((136.7 35.533, 136.4738735698163 35.77719825760941, 136.4760300295605 35.77852065324215, 136.7021564597442 35.53432239563274, 136.7 35.533)))"
F006002,Nukumi fault zone/Southeastern segment,PoissonProcess,P(lmbd=0.0),GutenbergRichter,"GR(min=6.38,b_val=0.9,max=6.62)",MultiPlaneShape,"MULTIPOLYGON (((136.483 35.8, 136.7001592849038 35.7098700969409, 136.6985724896069 35.70735510447937, 136.4814132047031 35.79748500753847, 136.483 35.8)))"
F006001,Nukumi fault/Northwestern segment,BrownianPTProcess,"BPT(mu=2200.0,t0=126.0,alph=0.24)",CharacteristicMag,CHAR(mag=6.38),MultiPlaneShape,"MULTIPOLYGON (((136.483 35.8, 136.3303474425608 35.93046896884621, 136.3320319023834 35.93176544279773, 136.4846844598226 35.80129647395152, 136.483 35.8)))"
F000301,Furano fault zone (Western part),BrownianPTProcess,"BPT(mu=4000.0,t0=1917.0,alph=0.24)",GutenbergRichter,"GR(min=6.38,b_val=0.9,max=6.7)",MultiPlaneShape,"MULTIPOLYGON (((142.421 43.443, 142.3236592325534 43.20131138176644, 142.1723426654894 43.23343788343482, 142.269683432936 43.47512650166838, 142.421 43.443)))"
F006007,Mugigawa fault,PoissonProcess,P(lmbd=0.0),GutenbergRichter,"GR(min=6.38,b_val=0.9,max=6.77)",MultiPlaneShape,"MULTIPOLYGON (((136.583 35.65, 136.8991142516108 35.52024514753104, 136.8975466686244 35.51772345092878, 136.5814324170136 35.64747830339774, 136.583 35.65)))"
F006006,Ibigawa fault zone,PoissonProcess,P(lmbd=0.0),GutenbergRichter,"GR(min=6.38,b_val=0.9,max=6.62)",MultiPlaneShape,"MULTIPOLYGON (((136.583 35.65, 136.3242922216636 35.78861658249616, 136.3257807928146 35.79045103183011, 136.584488571151 35.65183444933395, 136.583 35.65)))"
F006005,Nobi fault zone (Main part/Mitabora fault zone),PoissonProcess,P(lmbd=0.0),GutenbergRichter,"GR(min=6.38,b_val=0.9,max=6.46)",MultiPlaneShape,"MULTIPOLYGON (((136.7 35.533, 136.8959424176003 35.41586974660979, 136.8938871490206 35.413592871301, 136.6979447314203 35.53072312469121, 136.7 35.533)))"
F006004,Nobi fault zone (Main part/Umehara fault zone),BrownianPTProcess,"BPT(mu=14000.0,t0=126.0,alph=0.24)",GutenbergRichter,"GR(min=6.38,b_val=0.9,max=6.85)",MultiPlaneShape,"MULTIPOLYGON (((136.65 35.617, 137.0111504695907 35.40912806129882, 137.0091422394421 35.40682234307505, 136.6479917698514 35.61469428177623, 136.65 35.617)))"
G030188,Tsurukiba fault zone,PoissonProcess,P(lmbd=0.0),CharacteristicMag,CHAR(mag=6.38),MultiPlaneShape,"MULTIPOLYGON (((130.808 32.515, 130.7526260786641 32.47691736030016, 130.7513320464135 32.47825529101791, 130.8067059677494 32.51633793071775, 130.808 32.515)), ((130.753 32.477, 130.7106850950493 32.47255370085775, 130.7104321372511 32.47426694793705, 130.7527470422019 32.47871324707931, 130.753 32.477)))"
G030189,Kunimidake fault zone,PoissonProcess,P(lmbd=0.0),CharacteristicMag,CHAR(mag=6.38),MultiPlaneShape,"MULTIPOLYGON (((130.882 32.505, 130.7891870984336 32.46071528531356, 130.787995721826 32.4624911524643, 130.8808086233924 32.50677586715074, 130.882 32.505)), ((130.789 32.461, 130.7563213438396 32.4568792258934, 130.7559639064375 32.4588972063484, 130.7886425625979 32.463017980455, 130.789 32.461)))"
G030182,Hime-jima-hokusei-oki fault zone,PoissonProcess,P(lmbd=0.0),CharacteristicMag,CHAR(mag=6.46),MultiPlaneShape,"MULTIPOLYGON (((131.535 33.705, 131.6315851516017 33.84759725547616, 131.6340507023953 33.84644152129545, 131.5374655507936 33.70384426581929, 131.535 33.705)))"
G030183,Itoshima-hanto-Oki fault group,PoissonProcess,P(lmbd=0.0),CharacteristicMag,CHAR(mag=6.38),MultiPlaneShape,"MULTIPOLYGON (((130.009 33.671, 130.1246618375668 33.61293380214664, 130.12344415383 33.61125387824743, 130.0077823162633 33.66932007610079, 130.009 33.671)))"
G030180,Ube-toubu-Shimosato fault,PoissonProcess,P(lmbd=0.0),CharacteristicMag,CHAR(mag=6.23),MultiPlaneShape,"MULTIPOLYGON (((131.332 34.011, 131.3963716269194 34.10686787313695, 131.398356960958 34.10595189004526, 131.3339853340386 34.01008401690832, 131.332 34.011)))"
G030181,Ube-nantou-oki fault zone,PoissonProcess,P(lmbd=0.0),CharacteristicMag,CHAR(mag=6.38),MultiPlaneShape,"MULTIPOLYGON (((131.314 33.771, 131.3839660207003 33.90162981571946, 131.3865533606245 33.90067223607683, 131.3165873399242 33.77004242035737, 131.314 33.771)))"
G030186,Fukuragi fault,PoissonProcess,P(lmbd=0.0),CharacteristicMag,CHAR(mag=6.38),MultiPlaneShape,"MULTIPOLYGON (((131.775 33.08, 131.7101085960434 33.00836634349601, 131.7086165676957 33.00931528152787, 131.7735079716523 33.08094893803185, 131.775 33.08)))"
G030187,Aso-gairin-nanroku fault group,PoissonProcess,P(lmbd=0.0),CharacteristicMag,CHAR(mag=6.38),MultiPlaneShape,"MULTIPOLYGON (((131.17 32.769, 131.0198226986691 32.73302889310143, 131.0190556451515 32.73529311963518, 131.1692329464824 32.77126422653375, 131.17 32.769)))"
G030184,Saganoseki fault,PoissonProcess,P(lmbd=0.0),CharacteristicMag,CHAR(mag=6.38),MultiPlaneShape,"MULTIPOLYGON (((131.842 33.245, 131.7246663930285 33.19015715848504, 131.7235677201504 33.1918012540934, 131.840901327122 33.24664409560835, 131.842 33.245)))"
G030185,Taradake-nanseiroku fault zone,PoissonProcess,P(lmbd=0.0),CharacteristicMag,CHAR(mag=6.38),MultiPlaneShape,"MULTIPOLYGON (((129.951 32.969, 130.0695801882426 32.87525076809648, 130.067655641635 32.87353737347355, 129.9490754533924 32.96728660537708, 129.951 32.969)))"
F018101,Kikugawa fault zone (Northern segment),PoissonProcess,P(lmbd=0.0),GutenbergRichter,"GR(min=6.38,b_val=0.9,max=6.85)",MultiPlaneShape,"MULTIPOLYGON (((130.239 34.653, 130.733040591789 34.35555911501755, 130.7310122185868 34.35327932406051, 130.2369716267978 34.65072020904296, 130.239 34.653)))"
G030009,Mitsuishi-Urakawa fault zone,PoissonProcess,P(lmbd=0.0),CharacteristicMag,CHAR(mag=6.23),MultiPlaneShape,"MULTIPOLYGON (((142.597 42.241, 142.7271875285618 42.18490528842963, 142.7259078007234 42.18327747943808, 142.5957202721616 42.23937219100846, 142.597 42.241)))"
G030008,Ponnitashibetsu fault,PoissonProcess,P(lmbd=0.0),CharacteristicMag,CHAR(mag=6.23),MultiPlaneShape,"MULTIPOLYGON (((142.123 43.705, 142.2120013035589 43.62750298393495, 142.2101637701158 43.62640016031723, 142.1211624665569 43.70389717638228, 142.123 43.705)))"
G030003,Abashiri-ko fault zone,PoissonProcess,P(lmbd=0.0),CharacteristicMag,CHAR(mag=6.38),MultiPlaneShape,"MULTIPOLYGON (((144.227 44.001, 144.1804213588177 43.86661838174133, 144.1772456431383 43.86718793820071, 144.2238242843206 44.00156955645938, 144.227 44.001)))"
G030002,Shari-dake-higashi fault zone,PoissonProcess,P(lmbd=0.001),CharacteristicMag,CHAR(mag=6.31),MultiPlaneShape,"MULTIPOLYGON (((144.78 43.859, 144.8583888226346 43.9644125063631, 144.8608827176785 43.96344831737198, 144.7824938950439 43.85803581100888, 144.78 43.859)))"
G030001,Rausu-dake fault zone,PoissonProcess,P(lmbd=0.001),CharacteristicMag,CHAR(mag=6.23),MultiPlaneShape,"MULTIPOLYGON (((145.221 44.151, 145.1267237646327 44.06923317358878, 145.1247011716687 44.0704337228812, 145.2189774070359 44.15220054929242, 145.221 44.151)))"
G030005,Toikanbetsu fault zone,PoissonProcess,P(lmbd=0.0),CharacteristicMag,CHAR(mag=6.54),MultiPlaneShape,"MULTIPOLYGON (((142.092 45.054, 142.0572037313031 44.87219262906837, 142.0539011360312 44.87250807260102, 142.0886974047282 45.05431544353265, 142.092 45.054)))"
G030004,Tokoro-gawa-togan fault,PoissonProcess,P(lmbd=0.0),CharacteristicMag,CHAR(mag=6.15),MultiPlaneShape,"MULTIPOLYGON (((144.079 44.102, 144.0166522281524 44.01988273781915, 144.0147332370073 44.02063406030437, 144.0770810088549 44.10275132248521, 144.079 44.102)))"
F01290A,Unzen fault group (Southwestern part Northern/Southern segment),MultiSegmentProcess,"MULTI(F012903,F012904)",CharacteristicMag,CHAR(mag=7.1),MultiPlaneShape,"MULTIPOLYGON (((130.298 32.733, 129.9351463878982 32.71486592893731, 129.9294399969961 32.79566240699995, 130.2922936090979 32.81379647806264, 130.298 32.733)), ((129.872 32.598, 130.1410656404041 32.65535866037519, 130.1646332044582 32.57689277697255, 129.8955675640541 32.51953411659736, 129.872 32.598)))"
G030038,Takahagi-fukin suite,PoissonProcess,P(lmbd=0.0),CharacteristicMag,CHAR(mag=6.46),MultiPlaneShape,"MULTIPOLYGON (((140.7 36.83, 140.6699684031612 36.67992756560349, 140.6670640719338 36.68029991697162, 140.6970956687726 36.83037235136813, 140.7 36.83)))"
F006301,Nosaka fault zone,BrownianPTProcess,"BPT(mu=5600.0,t0=617.0,alph=0.24)",GutenbergRichter,"GR(min=6.38,b_val=0.9,max=6.77)",MultiPlaneShape,"MULTIPOLYGON (((136.05 35.6, 135.790665076281 35.8214295564723, 135.7929016822241 35.82316136506142, 136.0522366059432 35.60173180858912, 136.05 35.6)))"
F006302,Shufukuji fault zone,PoissonProcess,P(lmbd=0.0),CharacteristicMag,CHAR(mag=6.15),MultiPlaneShape,"MULTIPOLYGON (((136.167 35.533, 136.0998036688246 35.59980939713303, 136.1012961745151 35.60080350907251, 136.1684925056905 35.53399411193948, 136.167 35.533)))"
F001902,Shonai-heiya-toen fault zone (Southern part),BrownianPTProcess,"BPT(mu=2500.0,t0=3000.0,alph=0.24)",CharacteristicMag,CHAR(mag=6.38),MultiPlaneShape,"MULTIPOLYGON (((139.994 38.717, 140.0132897563328 38.89623351169336, 140.1594798572328 38.8866553312823, 140.1401901009 38.70742181958894, 139.994 38.717)))"
F001901,Shonai-heiya-toen fault zone (Northern part),BrownianPTProcess,"BPT(mu=1000.0,t0=123.0,alph=0.24)",GutenbergRichter,"GR(min=6.38,b_val=0.9,max=6.62)",MultiPlaneShape,"MULTIPOLYGON (((140.006 38.847, 139.9798333939859 39.07993384808086, 140.15915201973 39.0921522434024, 140.1853186257442 38.85921839532154, 140.006 38.847)))"
F012903,Unzen fault group (Southwestern part/Northern segment),BrownianPTProcess,"BPT(mu=2500.0,t0=2400.0,alph=0.24)",GutenbergRichter,"GR(min=6.38,b_val=0.9,max=6.77)",MultiPlaneShape,"MULTIPOLYGON (((130.298 32.733, 129.9351463878982 32.71486592893731, 129.9294399969961 32.79566240699995, 130.2922936090979 32.81379647806264, 130.298 32.733)))"
F012902,Unzen fault group (Southeastern part),PoissonProcess,P(lmbd=0.001),GutenbergRichter,"GR(min=6.38,b_val=0.9,max=6.62)",MultiPlaneShape,"MULTIPOLYGON (((130.519 32.73, 130.244465898261 32.76657807252346, 130.2595173355874 32.84652052433847, 130.5340514373264 32.809942451815, 130.519 32.73)))"
F012901,Unzen fault group (Northern part),BrownianPTProcess,"BPT(mu=2000.0,t0=5000.0,alph=0.24)",GutenbergRichter,"GR(min=6.38,b_val=0.9,max=6.77)",MultiPlaneShape,"MULTIPOLYGON (((130.057 32.734, 130.398363144005 32.75307249617224, 130.404740013851 32.67231149847551, 130.063376869846 32.65323900230328, 130.057 32.734)))"
F012904,Unzen fault group (Southwestern part/Southern segment),BrownianPTProcess,"BPT(mu=2100.0,t0=4500.0,alph=0.24)",GutenbergRichter,"GR(min=6.38,b_val=0.9,max=6.62)",MultiPlaneShape,"MULTIPOLYGON (((129.872 32.598, 130.1410656404041 32.65535866037519, 130.1646332044582 32.57689277697255, 129.8955675640541 32.51953411659736, 129.872 32.598)))"
F012701,Saga-heiya-hokuen fault zone,PoissonProcess,P(lmbd=0.0),GutenbergRichter,"GR(min=6.38,b_val=0.9,max=6.85)",MultiPlaneShape,"MULTIPOLYGON (((130.067 33.233, 130.5098177199116 33.30701181246778, 130.5199054571738 33.2647845304633, 130.0770877372622 33.19077271799552, 130.067 33.233)))"
F005201,Atera fault zone (Main part/Northern segment),BrownianPTProcess,"BPT(mu=1800.0,t0=3400.0,alph=0.24)",CharacteristicMag,CHAR(mag=6.38),MultiPlaneShape,"MULTIPOLYGON (((137.22 35.837, 137.1807105968377 36.01402167493941, 137.1837593412734 36.01446637938127, 137.2230487444357 35.83744470444186, 137.22 35.837)))"
F005202,Atera fault zone (Main part/Southern segment),BrownianPTProcess,"BPT(mu=1700.0,t0=431.0,alph=0.24)",GutenbergRichter,"GR(min=6.38,b_val=0.9,max=6.85)",MultiPlaneShape,"MULTIPOLYGON (((137.616 35.488, 137.0906854639426 35.87312871134721, 137.0927491906403 35.87499493541731, 137.6180637266977 35.48986622407009, 137.616 35.488)))"
F006901,Suzuka-seien fault zone,PoissonProcess,P(lmbd=0.0),GutenbergRichter,"GR(min=6.38,b_val=0.9,max=6.85)",MultiPlaneShape,"MULTIPOLYGON (((136.366 34.908, 136.3483947638808 35.32143593120782, 136.5099932329227 35.32606369534025, 136.527598469042 34.91262776413242, 136.366 34.908)))"
F005204,Shirakawa fault zone,PoissonProcess,P(lmbd=0.0),GutenbergRichter,"GR(min=6.38,b_val=0.9,max=6.77)",MultiPlaneShape,"MULTIPOLYGON (((137.051 35.578, 137.4017455092991 35.68807598858541, 137.4028570545283 35.68573310697839, 137.0521115452292 35.57565711839298, 137.051 35.578)))"
F007302,Hanaore fault zone/Northern segment,PoissonProcess,P(lmbd=0.0),GutenbergRichter,"GR(min=6.38,b_val=0.9,max=6.7)",MultiPlaneShape,"MULTIPOLYGON (((135.867 35.183, 135.9596486445822 35.44195209096453, 135.9629663504195 35.44115916296632, 135.8703177058373 35.1822070720018, 135.867 35.183)))"
F017101,Shinji (Kashima) fault Case 2,BrownianPTProcess,"BPT(mu=3300.0,t0=5900.0,alph=0.24)",CharacteristicMag,CHAR(mag=6.6),MultiPlaneShape,"MULTIPOLYGON (((133.233 35.552, 132.9485390588424 35.51864998675526, 132.9409898814579 35.56127178488932, 133.2254508226155 35.59462179813406, 133.233 35.552)))"
F004502,Kiso-sanmyaku-seien fault zone (Main part/Southern segment),BrownianPTProcess,"BPT(mu=4500.0,t0=6500.0,alph=0.24)",CharacteristicMag,CHAR(mag=5.99),MultiPlaneShape,"MULTIPOLYGON (((137.583 35.517, 137.5997842629883 35.60042506276277, 137.6014969353358 35.60019678454114, 137.5847126723475 35.51677172177837, 137.583 35.517)))"
G030107,Suzuka-sakashita fault zone,PoissonProcess,P(lmbd=0.0),CharacteristicMag,CHAR(mag=6.38),MultiPlaneShape,"MULTIPOLYGON (((136.451 34.941, 136.3674007918819 34.90713060293619, 136.3661282865592 34.9092411999779, 136.4497274946773 34.94311059704171, 136.451 34.941)), ((136.367 34.907, 136.2985060329474 34.89444442046892, 136.2978797827024 34.89674202025503, 136.366373749755 34.9092975997861, 136.367 34.907)))"
G030137,Shobara fault,PoissonProcess,P(lmbd=0.0),CharacteristicMag,CHAR(mag=6.15),MultiPlaneShape,"MULTIPOLYGON (((133.092 34.9, 133.0479368602077 34.82457351473978, 133.0462110073634 34.82525168741648, 133.0902741471557 34.90067817267671, 133.092 34.9)))"
F006402,Kohoku-sanchi fault zone (Southeastern part),BrownianPTProcess,"BPT(mu=7000.0,t0=617.0,alph=0.24)",CharacteristicMag,CHAR(mag=6.38),MultiPlaneShape,"MULTIPOLYGON (((136.117 35.583, 135.9769202875116 35.44381375597286, 135.9745307882781 35.44540433507602, 136.1146105007665 35.58459057910316, 136.117 35.583)))"
F006401,Kohoku-sanchi fault zone (Northwestern part),BrownianPTProcess,"BPT(mu=3000.0,t0=1017.0,alph=0.24)",GutenbergRichter,"GR(min=6.38,b_val=0.9,max=6.7)",MultiPlaneShape,"MULTIPOLYGON (((135.981 35.479, 136.1275962831574 35.6800537686938, 136.1305793914649 35.6786114039208, 135.9839831083075 35.47755763522701, 135.981 35.479)))"
F019501,Ogori fault,BrownianPTProcess,"BPT(mu=23000.0,t0=517.0,alph=0.24)",GutenbergRichter,"GR(min=6.38,b_val=0.9,max=6.77)",MultiPlaneShape,"MULTIPOLYGON (((131.439 34.158, 131.2773379269292 33.90319884243723, 131.2743150742915 33.90451209499296, 131.4359771473623 34.15931325255573, 131.439 34.158)))"
F005501,Ochigata fault zone,PoissonProcess,P(lmbd=0.0),GutenbergRichter,"GR(min=6.38,b_val=0.9,max=6.85)",MultiPlaneShape,"MULTIPOLYGON (((136.758 36.674, 137.0589862608189 37.00994916031046, 137.2009316027009 36.92814230534046, 136.899945341882 36.59219314503, 136.758 36.674)))"
F017601,Yamasaki fault zone (Nagisen fault zone),PoissonProcess,P(lmbd=0.0),GutenbergRichter,"GR(min=6.38,b_val=0.9,max=6.77)",MultiPlaneShape,"MULTIPOLYGON (((134.239 35.171, 133.8679715801635 35.13214753772665, 133.8501787549293 35.2456846885603, 134.2212071747659 35.28453715083365, 134.239 35.171)))"
F005303,Enasan-Sanageyamakita fault zone,BrownianPTProcess,"BPT(mu=7200.0,t0=7600.0,alph=0.24)",GutenbergRichter,"GR(min=6.38,b_val=0.9,max=6.85)",MultiPlaneShape,"MULTIPOLYGON (((137.1 35.183, 137.2810230783445 35.31435830131027, 137.2833180353421 35.3122456530192, 137.1022949569977 35.18088735170893, 137.1 35.183)), ((137.231 35.249, 137.578334680123 35.43960504629835, 137.6630266575963 35.33667882724967, 137.3156919774732 35.14607378095132, 137.231 35.249)))"
F012001,Kokura-higashi fault zone,BrownianPTProcess,"BPT(mu=6700.0,t0=4600.0,alph=0.24)",GutenbergRichter,"GR(min=6.38,b_val=0.9,max=6.62)",MultiPlaneShape,"MULTIPOLYGON (((130.894 34.003, 130.8596145537916 33.75280862168404, 130.8080041950292 33.75768338466043, 130.8423896412376 34.00787476297639, 130.894 34.003)))"
F015821,Kitaizu fault zone,BrownianPTProcess,"BPT(mu=1400.0,t0=87.0,alph=0.24)",GutenbergRichter,"GR(min=6.38,b_val=0.9,max=6.77)",MultiPlaneShape,"MULTIPOLYGON (((139.034 35.217, 138.9408159392548 34.90232200994495, 138.9222367061311 34.90599411987525, 139.0154207668763 35.2206721099303, 139.034 35.217)))"
F010302,Muikamachi fault zone (Southern part),BrownianPTProcess,"BPT(mu=6200.0,t0=2900.0,alph=0.24)",GutenbergRichter,"GR(min=6.38,b_val=0.9,max=6.77)",MultiPlaneShape,"MULTIPOLYGON (((138.883 37.186, 138.7624187850254 36.91472388493612, 138.6393009488274 36.94945752389911, 138.7598821638021 37.220733638963, 138.883 37.186)))"
F013502,Koshiki fault zone (Koshiki segment),PoissonProcess,P(lmbd=0.0),GutenbergRichter,"GR(min=6.38,b_val=0.9,max=6.85)",MultiPlaneShape,"MULTIPOLYGON (((129.994 31.793, 130.1202510000882 31.78153213096573, 130.1135048302579 31.7278783551611, 129.9872538301697 31.73934622419537, 129.994 31.793)), ((129.994 31.793, 129.74871521772 31.6217519406624, 129.8264202145155 31.54134661580462, 130.0717049967955 31.71259467514222, 129.994 31.793)))"
F014321,Katashinagawa-sagan fault,PoissonProcess,P(lmbd=0.0),CharacteristicMag,CHAR(mag=6.38),MultiPlaneShape,"MULTIPOLYGON (((139.246 36.663, 139.2764309077683 36.84120018779066, 139.3863900647186 36.82911766152192, 139.3559591569504 36.65091747373126, 139.246 36.663)))"
F019001,Hiroshima-wan-Iwakuni-oki fault zone,PoissonProcess,P(lmbd=0.0),GutenbergRichter,"GR(min=6.38,b_val=0.9,max=6.85)",MultiPlaneShape,"MULTIPOLYGON (((132.366 34.347, 132.1681960104356 34.02647943271315, 132.1084466357621 34.05161484319049, 132.3062506253265 34.37213541047735, 132.366 34.347)))"
F005801,Fukui-heiya-toen fault zone (Main part),BrownianPTProcess,"BPT(mu=6300.0,t0=3400.0,alph=0.24)",GutenbergRichter,"GR(min=6.38,b_val=0.9,max=6.85)",MultiPlaneShape,"MULTIPOLYGON (((136.266 36.434, 136.3183580507899 36.00438583826912, 136.3152515881236 36.00414078299845, 136.2628935373337 36.43375494472932, 136.266 36.434)))"
F002101,Fukushima-bonchi-seien fault zone,BrownianPTProcess,"BPT(mu=8000.0,t0=2200.0,alph=0.24)",GutenbergRichter,"GR(min=6.38,b_val=0.9,max=6.85)",MultiPlaneShape,"MULTIPOLYGON (((140.679 38.143, 140.309351194213 37.68841861444807, 140.1867380874425 37.75008898707599, 140.5563868932295 38.20467037262792, 140.679 38.143)))"
F001402,Mahiru-sanchi-toen fault zone/Northern segment,BrownianPTProcess,"BPT(mu=6300.0,t0=121.0,alph=0.24)",GutenbergRichter,"GR(min=6.38,b_val=0.9,max=6.62)",MultiPlaneShape,"MULTIPOLYGON (((140.799 39.619, 140.6764419264659 39.44512537224504, 140.5349663995451 39.50429575798678, 140.6575244730792 39.67817038574174, 140.799 39.619)))"
F001403,Mahiru-sanchi-toen fault zone/Southern segment,PoissonProcess,P(lmbd=0.0),CharacteristicMag,CHAR(mag=6.38),MultiPlaneShape,"MULTIPOLYGON (((140.662 39.437, 140.645919720702 39.27559920518269, 140.4981472162 39.28438084513774, 140.5142274954981 39.44578163995505, 140.662 39.437)))"
F001401,Shizukuishi-bonchi-seien fault zone,PoissonProcess,P(lmbd=0.0),CharacteristicMag,CHAR(mag=6.38),MultiPlaneShape,"MULTIPOLYGON (((140.928 39.809, 140.8924943350673 39.64943640317948, 140.7456164513386 39.66872253210625, 140.7811221162714 39.82828612892677, 140.928 39.809)))"
G030120,Habu fault,PoissonProcess,P(lmbd=0.0),CharacteristicMag,CHAR(mag=6.38),MultiPlaneShape,"MULTIPOLYGON (((135.367 35.068, 135.4670640698111 35.05103949736085, 135.4664807576743 35.04873411414787, 135.3664166878632 35.06569461678702, 135.367 35.068)), ((135.467 35.051, 135.5223455334695 35.01698183448023, 135.5206188006058 35.0150991377463, 135.4652732671364 35.04911730326607, 135.467 35.051)))"
G030121,Nakayama fault zone,PoissonProcess,P(lmbd=0.0),CharacteristicMag,CHAR(mag=6.23),MultiPlaneShape,"MULTIPOLYGON (((135.189 35.697, 135.063149476374 35.68117790118347, 135.0628242400135 35.68288406353053, 135.1886747636395 35.69870616234706, 135.189 35.697)))"
G030122,Mitakesan fault,PoissonProcess,P(lmbd=0.0),CharacteristicMag,CHAR(mag=6.15),MultiPlaneShape,"MULTIPOLYGON (((135.094 35.413, 135.0381778398761 35.3396246212945, 135.036541096343 35.34045169560401, 135.0923632564669 35.4138270743095, 135.094 35.413)))"
G030123,Gosho-dani fault zone,PoissonProcess,P(lmbd=0.0),CharacteristicMag,CHAR(mag=6.77),MultiPlaneShape,"MULTIPOLYGON (((135.27 35.07, 134.9986685260088 34.94023247843641, 134.9972172304647 34.94226516965534, 135.2685487044559 35.07203269121893, 135.27 35.07)))"
G030124,Takatsuka-yama fault,PoissonProcess,P(lmbd=0.0),CharacteristicMag,CHAR(mag=6.23),MultiPlaneShape,"MULTIPOLYGON (((135.067 34.757, 135.0735236513586 34.64741375138888, 135.0712339114284 34.64732174582036, 135.0647102600698 34.75690799443148, 135.067 34.757)))"
G030125,Shizuki fault zone,PoissonProcess,P(lmbd=0.0),CharacteristicMag,CHAR(mag=6.15),MultiPlaneShape,"MULTIPOLYGON (((134.912 34.423, 134.8698924333132 34.50984076594995, 134.8716590938847 34.51042363988128, 134.9137666605715 34.42358287393134, 134.912 34.423)))"
G030126,Hansanji fault zone,PoissonProcess,P(lmbd=0.0),CharacteristicMag,CHAR(mag=6.31),MultiPlaneShape,"MULTIPOLYGON (((134.735 34.21, 134.7299522263042 34.33583580425312, 134.7326078405629 34.33590865764065, 134.7376556142587 34.21007285338753, 134.735 34.21)))"
G030127,Yabu fault zone,PoissonProcess,P(lmbd=0.0),CharacteristicMag,CHAR(mag=6.54),MultiPlaneShape,"MULTIPOLYGON (((134.911 35.345, 134.6841142596864 35.38265213709924, 134.6846896957638 35.38495917278051, 134.9115754360774 35.34730703568126, 134.911 35.345)))"
F005601,Tonami-heiya/Kurehayama fault zone (Western part),BrownianPTProcess,"BPT(mu=6000.0,t0=6900.0,alph=0.24)",GutenbergRichter,"GR(min=6.38,b_val=0.9,max=6.77)",MultiPlaneShape,"MULTIPOLYGON (((136.957 36.752, 136.7694145898208 36.57288071711437, 136.6356565603558 36.66280773816227, 136.8232419705351 36.8419270210479, 136.957 36.752)))"
F005602,Tonami-heiya/Kurehayama fault zone (Eastern part),BrownianPTProcess,"BPT(mu=3000.0,t0=4300.0,alph=0.24)",GutenbergRichter,"GR(min=6.38,b_val=0.9,max=6.62)",MultiPlaneShape,"MULTIPOLYGON (((136.945 36.453, 137.0679893617973 36.62434377851753, 137.1912325718766 36.56711130197638, 137.0682432100793 36.39576752345886, 136.945 36.453)))"
